template,count
[C;H0;D3;+0:7].[cH;D2;+0:6]:[c:5]:[c:4]:[c;H0;D3;+0:3]:[c;H0;D3;+0:2]:[nH;D2;+0:1]>>N-[NH;D2;+0:1]-[c;H0;D3;+0:2]1:[cH;D2;+0:3]:[c:4]:[c:5]:[cH;D2;+0:6]:[cH;D2;+0:7]:1,17
[c:6]:[c;H0;D3;+0:5]1:[c:4]:[nH;D2;+0:3]:[c;H0;D3;+0:2](-[c;H0;D3;+0:7](:[c:8]):[c:9]):[cH;D2;+0:1]:1>>[CH3;D1;+0:1]-[C;H0;D3;+0:2](=N-[NH;D2;+0:3]-[c:4]:[cH;D2;+0:5]:[c:6])-[c;H0;D3;+0:7](:[c:8]):[c:9],17
[C:5]-[OH;D1;+0:6].[C:9]-[c;H0;D3;+0:8]1:[cH;D2;+0:7]:[nH;D2;+0:1]:[c:2]:[c;H0;D3;+0:3]:1:[c:4]>>N-[NH;D2;+0:1]-[c:2]:[cH;D2;+0:3]:[c:4].[C:5]-[O;H0;D2;+0:6]-[CH;D2;+0:7]=[CH;D2;+0:8]-[C:9],17
[#8:1]-[C:2](=[O;D1;H0:3])-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[c;H0;D3;+0:8](:[c:9]):[c:7]:[nH;D2;+0:6]:1>>[#8:1]-[C:2](=[O;D1;H0:3])/[C;H0;D3;+0:4](-[CH3;D1;+0:5])=N/[NH;D2;+0:6]-[c:7]:[cH;D2;+0:8]:[c:9],17
[#8:10]-[C:9](=[O;D1;H0:11])-[C:8]-[c;H0;D3;+0:7]1:[c;H0;D3;+0:3](:[c:4]):[c:2]:[nH;D2;+0:1]:[c;H0;D3;+0:5]:1-[C;D1;H3:6]>>N-[NH;D2;+0:1]-[c:2]:[cH;D2;+0:3]:[c:4].O=[C;H0;D3;+0:5](-[C;D1;H3:6])-[CH2;D2;+0:7]-[C:8]-[C:9](-[#8:10])=[O;D1;H0:11],16
[O;D1;H0:10]=[C:9]1-[#7:8]-[C:7]-[c;H0;D3;+0:6]2:[c;H0;D3;+0:3](:[c:4]):[c:2]:[nH;D2;+0:1]:[c;H0;D3;+0:5]:2-[c;H0;D3;+0:15]2:[c:14]:[c:13]:[#7;a:12]:[c:11]:2-1>>N-[NH;D2;+0:1]-[c:2]:[cH;D2;+0:3]:[c:4].O=[C;H0;D3;+0:5]1-[CH2;D2;+0:6]-[C:7]-[#7:8]-[C:9](=[O;D1;H0:10])-[c:11]2:[#7;a:12]:[c:13]:[c:14]:[c;H0;D3;+0:15]:2-1,16
[#16:8]-[c;H0;D3;+0:7]1:[c;H0;D3;+0:3](:[c:4]):[c:2]:[nH;D2;+0:1]:[c;H0;D3;+0:5]:1-[C:6]>>N-[NH;D2;+0:1]-[c:2]:[cH;D2;+0:3]:[c:4].O=[C;H0;D3;+0:5](-[C:6])-[CH2;D2;+0:7]-[#16:8],16
[#8:6]-[C:7](=[O;D1;H0:8])/[C:9]=[CH;D2;+0:10]/[c;H0;D3;+0:4](:[c:5]):[c:3]-[NH;D2;+0:1]-[C;D1;H3:2]>>N-[N;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]:[cH;D2;+0:4]:[c:5].[#8:6]-[C:7](=[O;D1;H0:8])-[C:9]=[CH2;D1;+0:10],16
[C;D1;H3:6]-[c;H0;D3;+0:5]1:[nH;D2;+0:1]:[c:2]:[c;H0;D3;+0:3](:[c:4]):[c;H0;D3;+0:7]:1-[c;H0;D3;+0:8](:[c:9]):[c:10]>>N-[NH;D2;+0:1]-[c:2]:[cH;D2;+0:3]:[c:4].O=[C;H0;D3;+0:5](-[C;D1;H3:6])-[CH2;D2;+0:7]-[c;H0;D3;+0:8](:[c:9]):[c:10],15
[C:10]-[c;H0;D3;+0:9]1:[c;H0;D3;+0:7](-[C:8]):[n;H0;D3;+0:1](-[C:2]=[O;D1;H0:3]):[c:4]:[c;H0;D3;+0:5]:1:[c:6]>>N-[N;H0;D3;+0:1](-[C:2]=[O;D1;H0:3])-[c:4]:[cH;D2;+0:5]:[c:6].O=[C;H0;D3;+0:7](-[C:8])-[CH2;D2;+0:9]-[C:10],15
