template,count
[#6:1]-[#6:3]1:[#6:2]:[#7:6]:[#7:5]:[#7:4]:1>>I-[#6:1].[#6:2]#[#6:3]-[Cu].[#7:4]=[#7;+1:5]=[#7;-1:6],24
[#6:1]1:[#6:3]:[#7:2]:[#7:5]:[#7:4]:1>>O=[#6:1].O=[#7;+1:2](-[#6:3])-[O-].[#7:4]=[#7;+1:5]=[N-],24
[#6:3]1-[#6:2]=[#6:1]-[#8:5]-[#7:4]-1>>[#6:1]#[#6:2].[#6:3]=[#7;+1:4]-[#8;-1:5],23
[#6:1]1:[#6:2]:[#7:13](-[#6:12]-[#6:11]:[#6:10]:[#6:9]-[#6:8]-[#7:7]2:[#6:3]:[#6:4]:[#7:5]:[#7:6]:2):[#7:14]:[#7:15]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]:[#6:10]:[#6:11]-[#6:12]-[#7:13]=[#7;+1:14]=[#7;-1:15],23
[#6:9]1:[#6:7]:[#6:6](-[#6:5]-[#8:4]-[#6:3]-[#6:2]2:[#6:1]:[#7:12]:[#7:13]:[#7:14]:2):[#6:11]:[#6:10]:[#6:8]:1>>[#6:1]#[#6:2]-[#6:3]-[#8:4]-[#6:5]-[#6:6]1:[#6:7]:[#6:8]:[#6:9]:[#6:10]:[#6:11]:1.[#7:12]=[#7;+1:13]=[#7;-1:14],22
[#6:1]1:[#6:2]:[#7:5]:[#7:4]:[#7:3]:1>>[#6;-1:1]#[#6;-1:2].[#7:3]=[#7;+1:4]=[#7;-1:5],22
[#6:1]1-[#6:2]-[#6:3]-[#7:4]-[#8:5]-1>>[#6:1]=[#6:2].[#6:3]=[#7;+1:4]-[#8;-1:5],22
[#6:1]1:[#6:2]:[#7:5]:[#7:4]:[#7:3]:1>>O=P(-[#6:1]#[#6:2])(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[#7:3]=[#7;+1:4]=[#7;-1:5],22
[#6:1]-[#6:3]1:[#6:2]:[#7:4]:[#7:5]:[#7:6]:1>>Cl-[#6:1].[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],22
[#6:1]1:[#6:2]:[#7:11](-[#6:10]-[#6:9]-[#6:8]-[#7:7]2:[#6:3]:[#6:4]:[#7:5]:[#7:6]:2):[#7:12]:[#7:13]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]-[#6:10]-[#7:11]=[#7;+1:12]=[#7;-1:13],22
[#6:1]1:[#6:2]:[#7:12](-[#6:11]-[#6:10]-[#6:9]-[#6:8]-[#7:7]2:[#6:3]:[#6:4]:[#7:5]:[#7:6]:2):[#7:13]:[#7:14]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#7:12]=[#7;+1:13]=[#7;-1:14],22
[#6:1]-[#6:2]1:[#6:3]:[#7:6]:[#7:5]:[#7:4]:1>>O-B(-O)-[#6:1].O-C(=O)-[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],21
[#50:1]-[#6:2]1:[#6:3]:[#7:6]:[#7:5]:[#7:4]:1>>C-O-[#50:1].[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],21
[#7:1]-[#6:2]1:[#6:3]:[#7:6]:[#7:5]:[#7:4]:1>>O=C(-O-[#7:1])-c1:c:c:c:c:c:1.[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],21
[#6:1]-[#6:3]1:[#6:2]:[#7:6]:[#7:5]:[#7:4]:1>>Cl-[#6:1].[#6:2]#[#6:3]-[Cu].[#7:4]=[#7;+1:5]=[#7;-1:6],20
[#16:4]-[#6:1]-[#6:2]1:[#6:3]:[#7:5]:[#7:6]:[#7:7]:1>>Br-[#6:1]-[#6:2]#[#6:3].[#16:4].[#7:5]=[#7;+1:6]=[#7;-1:7],20
[#7:1]-[#6:3]1:[#6:2]:[#7:6]:[#7:5]:[#7:4]:1>>O=C(-O-[#7:1])-c1:c:c:c:c:c:1.[#6:2]#[#6:3]-[Cu].[#7:4]=[#7;+1:5]=[#7;-1:6],20
[#6:1]1:[#6:2]:[#6:3]:[#7:4]:[#8:5]:1>>[#6:1]#[#6:2].[#6:3]#[#7;+1:4]-[#8;-1:5],20
[#7:4]-[#6:1]-[#6:2]1:[#6:3]:[#7:7]:[#7:6]:[#7:5]:1>>O=[#6:1].[#6:2]#[#6:3].[#7:4].[#7:5]=[#7;+1:6]=[#7;-1:7],20
[#6:1]1:[#6:2]:[#6:3]:[#6:4]:[#7:5]2:[#7:6]:[#7:7]:[#6:9]:[#6:8]:1:2>>I-[#6:1]:[#6:2]-[#6:3]=[#6:4]-[#7:5]=[#7;+1:6]=[#7;-1:7].[#6:8]#[#6:9],19
[#6:1]1:[#6:2]:[#7:5]:[#7:4]:[#7:3]:1>>[#6:1]#[#6:2]-[Na].[#7:3]=[#7;+1:4]=[#7;-1:5],19
[#6:6]1:[#6:5]:[#6:4]:[#7:3]:[#6:2]2:[#6:1]:[#7:9]:[#7:8]:[#7:7]:1:2>>[#6:1]#[#6:2].[#7:3]-[#6:4]-[#6:5]:[#6:6]-[#7:7]=[#7;+1:8]=[#7;-1:9],19
[#6:1]1=[#7:2]-[#7:3]-[#6:5]-[#6:4]-1>>O=[#6:1]-[#7:2]=[#7:3].[#6:4]=[#6:5],19
[#8:6]-[#6:5]-[#6:4]-[#6:3]-[#6:2]1:[#6:1]:[#7:7]:[#7:8]:[#7:9]:1>>[#6:1]#[#6:2]-[#6:3]-[#6:4]-[#6:5]=[#8:6].[#7:7]=[#7;+1:8]=[#7;-1:9],18
[#6:3]-[#6:1]1:[#6:2]:[#7:6]:[#7:5]:[#7:4]:1>>I-[#6:1]#[#6:2].[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],18
[#6:1]1:[#6:2]:[#7:5]:[#7:4]:[#7:3]:1>>[#6;+1:1]#[#6;+1:2].[#7:3]=[#7;+1:4]=[#7;-1:5],18
[#8:4]=[#6:3]-[#6:2]1:[#6:1]:[#7:5]:[#7:6]:[#7:7]:1>>[#6:1]#[#6:2]-[#6:3]-[#8:4].[#7:5]=[#7;+1:6]=[#7;-1:7],18
[#6:1]-[#7:4]-[#6:3]-[#7:2]>>[#6:1].[#7:2].[#6:3]=[#7:4],18
[#6:1]:[#6:4](:[#6:3])-[#6:2]1:[#6:5]:[#7:6]:[#7:7]:[#7:8]:1>>[#6:1]:[#6:2](:[#6:3])-[#6:4]#[#6:5].[#7:6]=[#7;+1:7]=[#7;-1:8],18
[#6:3]1:[#6:4]:[#7:15](-[#6:14]:[#6:13]:[#6:12]:[#7:11]:[#6:10]:[#6:9]:[#6:8]-[#7:7]2:[#6:1]:[#6:2]:[#7:5]:[#7:6]:2):[#7:16]:[#7:17]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]:[#6:9]:[#6:10]:[#7:11]:[#6:12]:[#6:13]:[#6:14]-[#7:15]=[#7;+1:16]=[#7;-1:17],18
[#15:1]-[#6:2]1:[#6:3]:[#7:4]:[#7:5]:[#7:6]:1>>[#15:1]-[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],16
[#6:3]:[#8:2]:[#6:1]:[#7:4]>>C-C(=O)-O-[#6:1]=[#8:2].[#6:3]:[nH]:n:[#7:4],16
[#6:2]1:[#6:3]:[#7:4]:[#7:5]:[#7:1]:1>>[#7:1]=[#6:2]-[#6:3]=[#7:4]-[#7:5],16
[#6:3](-[#8:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-[#8:16]-[#6:17]-[#6:18]1:[#6:19]:[#7:23]:[#7:24]:[#7:25]:1)-[#6:2]1:[#6:1]:[#7:20]:[#7:21]:[#7:22]:1>>[#6:1]#[#6:2]-[#6:3]-[#8:4]-[#6:5]-[#6:6]-[#6:7]-[#6:8]-[#6:9]-[#6:10]-[#6:11]-[#6:12]-[#6:13]-[#6:14]-[#6:15]-[#8:16]-[#6:17]-[#6:18]#[#6:19].[#7:20]=[#7;+1:21]=[#7;-1:22].[#7:23]=[#7;+1:24]=[#7;-1:25],16
[#6:8]1:[#7:7]:[#7:6]:[#7:5]2:[#6:4]:[#6:3]:[#7:2]:[#6:1]:[#6:9]:1:2>>[#6;-1:1]#[#7;+1:2]-[#6:3]:[#6:4]-[#7:5]=[#7;+1:6]=[#7;-1:7].[#6:8]#[#6:9],16
[#6:3]-[#7:4]1:[#6:2]:[#6:1]:[#7:6]:[#7:5]:1>>[#6:1]#[#6:2].[#6:3]-C-[#7:4]=[#7;+1:5]=[#7;-1:6],16
[#6:4]-[#6:2]1:[#6:1]:[#7:5](-[#6:3]):[#7:6]:[#7:7]:1>>[#6:1]#[#6:2]-[#6:3].[#6:4]-[#7:5]=[#7;+1:6]=[#7;-1:7],16
[#6:6]1=[#7:7]-[#7:2]2-[#6:1]-[#6:9]-[#6:8]-[#6:3]-2-[#6:4]=[#6:5]-1>>[#6:1]-[#7;+1:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6]:[#7:7]:1.[#6:8]=[#6:9],16
[#6:9](-[#6:8]-[#7:7]1:[#6:1]:[#6:2]:[#7:5]:[#7:6]:1):[#6:10]-[#6:11]-[#7:12]1:[#6:4]:[#6:3]:[#7:14]:[#7:13]:1>>[#6:1]#[#6:2].[#6:3]#[#6:4].[#7;-1:5]=[#7;+1:6]=[#7:7]-[#6:8]-[#6:9]:[#6:10]-[#6:11]-[#7:12]=[#7;+1:13]=[#7;-1:14],16
[#6:1]-[#6:3]1:[#6:2]:[#7:6]:[#7:5]:[#7:4]:1>>Cl-[#6:1].[#6:2]#[#6;-1:3].[#7:4]=[#7;+1:5]=[#7;-1:6],15
[#7:6]-[#6:5]1=[#6:4]-[#6:1]-[#6:2]=[#6:3]-[#7:7]-1>>O=[#6:1].[#6:2]#[#6:3].[#6:4]-[#6:5]#[#7:6].[#7:7],15
[#6:1]-[#6:2]1:[#6:3]:[#7:6]:[#7:5]:[#7:4]:1>>C-c1:c:c:c(-S(=O)(=O)-N-N=[#6:1]):c:c:1.[#6:2]#[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],15
[#6:5](:[#6:6]:[#6:7]-[#8:8]-[#6:9]-[#6:10]1:[#6:11]:[#7:15]:[#7:16]:[#7:17]:1)-[#8:4]-[#6:3]-[#6:2]1:[#6:1]:[#7:12]:[#7:13]:[#7:14]:1>>[#6:1]#[#6:2]-[#6:3]-[#8:4]-[#6:5]:[#6:6]:[#6:7]-[#8:8]-[#6:9]-[#6:10]#[#6:11].[#7:12]=[#7;+1:13]=[#7;-1:14].[#7:15]=[#7;+1:16]=[#7;-1:17],15
[#6:3]1=[#6:4]-[#6:5]=[#6:6]-[#6:7]2-[#6:8]-[#6:9]-[#6:1]-[#7:2]-1-2>>[#6:1]-[#7;+1:2]1:[#6:3]:[#6:4]:[#6:5]:[#6:6]:[#6:7]:1.[#6:8]=[#6:9],15
[#7:3]-[#6:5]-[#6:4]-[#7:6]1:[#6:1]:[#6:2]:[#7:8]:[#7:7]:1>>[#6:1]#[#6:2].[#7:3]-[#6:4]-[#6:5]-[#7:6]=[#7;+1:7]=[#7;-1:8],14
[#6:4]1:[#6:5]:[#6:6]:[#7:7]:[#6:3]:1-[#6:2]1:[#6:1]:[#7:8]:[#7:9]:[#7:10]:1>>C-C(-C)-[Si](-[#6:1]#[#6:2]-[#6:3]#[#6:4])(-C(-C)-C)-C(-C)-C.I-[#6:5]:[#6:6]-[#7:7].[#7:8]=[#7;+1:9]=[#7;-1:10],14
[#6:10]1-[#6:3]-[#6:1]-[#7:2]-[#6:4]-1-[#6:5]-[#7:6]-[#6:7]-[#6:8]1:[#6:9]:[#7:11]:[#7:12]:[#7:13]:1>>O-C(=O)-[#6:1]-[#7:2].O=[#6:3].O=[#6:4]-[#6:5]-[#7:6]-[#6:7]-[#6:8]#[#6:9].[#6:10].[#7:11]=[#7;+1:12]=[#7;-1:13],14
[#6:15]:[#6:13]:[#6:14]:[#6:12]:[#6:11]:[#7:10]:[#6:9]-[#6:8]:[#6:7]:[#6:6]:[#6:5]-[#8:4]-[#6:3]-[#6:2]1:[#6:1]:[#7:16]:[#7:17]:[#7:18]:1>>[#6:1]#[#6:2]-[#6:3]-[#8:4]-[#6:5]:[#6:6]:[#6:7]:[#6:8]-[#6:9]:[#7:10]:[#6:11]:[#6:12]:[#6:13]:[#6:14]:[#6:15].[#7:16]=[#7;+1:17]=[#7;-1:18],14
