template,count
[C;D1;H2:5]=[C:4]-[CH2;D2;+0:3]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].Cl-[Mg]-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5],35
[#7;a:4]:[c;H0;D3;+0:3](:[c:5])-[CH2;D2;+0:1]-[C:2]>>Cl-[Mg]-[CH2;D2;+0:1]-[C:2].Cl-[c;H0;D3;+0:3](:[#7;a:4]):[c:5],35
[O;D1;H0:5]=[C;H0;D3;+0:4](-[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].C-C(-C)(-C)-N-[C;H0;D3;+0:4](=[O;D1;H0:5])-[c:6],35
[#16;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[#16;a:5]):[c:6]>>Br-[Mg]-[c;H0;D3;+0:1](:[#16;a:2]):[c:3].Br-[c;H0;D3;+0:4](:[#16;a:5]):[c:6],33
[C:5]-[CH2;D2;+0:4]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].Cl-[Mg]-[CH2;D2;+0:4]-[C:5],32
[C:2]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[C:4]>>Br-[CH2;D2;+0:1]-[C:2].Cl-[Mg]-[CH2;D2;+0:3]-[C:4],32
[#8:2]-[CH;D3;+0:1](-[C:3])-[CH2;D2;+0:4]-[C:5]>>Br-[CH;D3;+0:1](-[#8:2])-[C:3].Br-[Mg]-[CH2;D2;+0:4]-[C:5],32
[C:2]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5]>>Br-[CH2;D2;+0:1]-[C:2].Cl-[Mg]-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5],32
[C;D1;H2:2]=[CH;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>Br-[Mg]-[CH;D2;+0:1]=[C;D1;H2:2].I-[c;H0;D3;+0:3](:[c:4]):[c:5],31
[#7;a:4]:[c;H0;D3;+0:3](:[c:5])-[CH2;D2;+0:1]-[C:2]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].Cl-[c;H0;D3;+0:3](:[#7;a:4]):[c:5],31
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Cl-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[c;H0;D3;+0:4](:[c:5]):[c:6],31
[C:2]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5]>>Br-[CH2;D2;+0:1]-[C:2].Br-[Mg]-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5],31
[C:2]-[CH;D3;+0:1](-[C:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[Mg]-[CH;D3;+0:1](-[C:2])-[C:3].Br-[c;H0;D3;+0:4](:[c:5]):[c:6],31
[#7;a:3]:[c;H0;D3;+0:2](-[CH3;D1;+0:1]):[c:4]>>Br-[Mg]-[CH3;D1;+0:1].Cl-[c;H0;D3;+0:2](:[#7;a:3]):[c:4],30
[C:2]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[C:4]>>Cl-[Mg]-[CH2;D2;+0:1]-[C:2].I-[CH2;D2;+0:3]-[C:4],29
[C:4]-[CH;D3;+0:3](-[C:5])-[CH2;D2;+0:1]-[C:2]>>Cl-[Mg]-[CH2;D2;+0:1]-[C:2].I-[CH;D3;+0:3](-[C:4])-[C:5],29
[C;D1;H3:5]-[C;H0;D4;+0:4](-[C;D1;H3:6])(-[C;D1;H3:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[Mg]-[C;H0;D4;+0:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7],29
[#16;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[#16;a:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[#16;a:2]):[c:3].Br-[c;H0;D3;+0:4](:[#16;a:5]):[c:6],28
[#16;a:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[#16;a:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[#16;a:2]):[c:3].Br-[c;H0;D3;+0:4](:[#16;a:5]):[c:6],27
[C:5]-[CH2;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[CH2;D2;+0:4]-[C:5],27
[C:2]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[C:4]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].I-[CH2;D2;+0:3]-[C:4],26
[C:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]-[C:6]=[C;D1;H2:7]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].Cl-[c;H0;D3;+0:3](:[c:4]):[c:5]-[C:6]=[C;D1;H2:7],26
[C;D1;H2:5]=[C:4]-[CH2;D2;+0:3]-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].Cl-[Mg]-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5],26
[#7;a:7]:[c:6]:[c;H0;D3;+0:4](:[c:5])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].Br-[c;H0;D3;+0:4](:[c:5]):[c:6]:[#7;a:7],26
[C:6]-[CH2;D2;+0:5]-[C;H0;D3;+0:1](=[C;D1;H2:2])-[C:3]=[C;D1;H2:4]>>Cl-[Mg]-[C;H0;D3;+0:1](=[C;D1;H2:2])-[C:3]=[C;D1;H2:4].I-[CH2;D2;+0:5]-[C:6],26
