template,count
[#7;a:4]:[c:5](:[#7;a:7]:[#7;a:8])-[NH;D2;+0:6]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[c:5](-[NH2;D1;+0:6]):[#7;a:7]:[#7;a:8],59
[c:8]-[NH;D2;+0:7]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[NH2;D1;+0:7]-[c:8],58
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:5]-[C:4]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[NH2;D1;+0:5],55
[#7;a:4]:[#7;a:5]:[c:6]-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],54
[c:5]-[NH;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[NH2;D1;+0:4]-[c:5],54
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:6]-[C:5]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[C:5]-[NH2;D1;+0:6],52
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:5]-[c:6]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[NH2;D1;+0:5]-[c:6],48
[C;D1;H3:4]-[N;H0;D3;+0:5](-[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[NH;D2;+0:5]-[c:6],47
[#7;a:4]:[n;H0;D3;+0:5](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[nH;D2;+0:5]:[c:6],46
[c:2]:[c;H0;D3;+0:1]:[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3],45
[#7;a:3]:[c:2]:[c;H0;D3;+0:1](-[NH;D2;+0:6]-[c:7]):[c:4]:[#7;a:5]>>Br-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],44
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[NH;D2;+0:5]-[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[C:4]-[NH2;D1;+0:5],44
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[NH;D2;+0:4]-[c:5]>>I-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[NH2;D1;+0:4]-[c:5],44
[#7;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7],44
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D3;+0:6](-[C:5])-[C:7]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7],44
[#7;a:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].[#7;a:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],43
[c:4]-[N;H0;D3;+0:5](-[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[c:4]-[NH;D2;+0:5]-[c:6],43
[C:7]-[N;H0;D3;+0:8](-[C:9])-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[C:7]-[NH;D2;+0:8]-[C:9],41
[#8;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#8;a:5].[C:6]-[NH;D2;+0:7]-[C:8],41
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[NH;D2;+0:7]-[c:6]:[c:5]:[#7;a:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[#7;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7],41
[C;D1;H3:4]-[N;H0;D3;+0:5](-[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C;D1;H3:4]-[NH;D2;+0:5]-[c:6],41
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:6]-[c:7]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],39
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:6]-[c:7]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],39
[C:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C;D1;H3:6],37
[C:6]-[N;H0;D3;+0:7](-[C:8])-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[#7;a:4]:[c:5]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[#7;a:4]:[c:5]:1.[C:6]-[NH;D2;+0:7]-[C:8],36
[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],36
[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:6]-[c:7]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],36
[#16;a:7]:[c:8](:[#7;a:9])-[NH;D2;+0:10]-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>Cl-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[#16;a:7]:[c:8](:[#7;a:9])-[NH2;D1;+0:10],36
[#7;a:2]:[c;H0;D3;+0:1](-[NH;D2;+0:7]-[C:6]):[c:3]:[c:4]:[#7;a:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[C:6]-[NH2;D1;+0:7],35
[c:8]-[NH;D2;+0:7]-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>I-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[NH2;D1;+0:7]-[c:8],34
