template,count
[O;H0;D1;+0:1].[O;H0;D1;+0:2].[c:4]:[c;H0;D3;+0:3]:[c:5].[c:7]:[c;H0;D3;+0:6]:[c:8]>>C-C-O-[Si](-[O;H0;D2;+0:1]-C-C)(-[O;H0;D2;+0:2]-C-C)-[c;H0;D3;+0:3](:[c:4]):[c:5].I-[c;H0;D3;+0:6](:[c:7]):[c:8],15
[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].F-[Si](-F)(-F)-[c;H0;D3;+0:4](:[c:5]):[c:6],15
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-C-O-[Si](-O-C-C)(-O-C-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].N-N-[c;H0;D3;+0:4](:[c:5]):[c:6],15
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-C-[Si](-Cl)(-Cl)-[c;H0;D3;+0:4](:[c:5]):[c:6],15
[C:3]/[C:2]=[CH;D2;+0:1]/[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-C)(-F)/[CH;D2;+0:1]=[C:2]/[C:3].I-[c;H0;D3;+0:4](:[c:5]):[c:6],14
[C;D1;H2:3]=[C:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:7](:[c:6]):[c:8].[CH3;D1;+0:4]-[c:5]>>C-O-[Si](-O-C)(-O-C)-[CH2;D2;+0:1]-[C:2]=[C;D1;H2:3].Cl-[CH2;D2;+0:4]-[c:5].[c:6]:[cH;D2;+0:7]:[c:8],14
[C:4]-[O;H0;D2;+0:5]-[Si;H0;D4;+0:7](-[C:6])(-[C;D1;H3:8])-[C;D1;H3:9].[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:10](:[c:11]):[c:12]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[OH;D1;+0:5].[C:6]-[Si;H0;D4;+0:7](-[C;D1;H3:8])(-[C;D1;H3:9])-[c;H0;D3;+0:10](:[c:11]):[c:12],14
[C;D1;H3:6]-[#14:5](-[C;D1;H3:7])(-[C;D1;H3:8])-[CH2;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-[Si](-C)(-C)-C-[Y](-C-[Si](-C)(-C)-C)-[CH2;D2;+0:4]-[#14:5](-[C;D1;H3:6])(-[C;D1;H3:7])-[C;D1;H3:8],13
[c:4]:[c;H0;D3;+0:5](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[c:4]:[c;H0;D3;+0:5](:[c:6])-[Si]12-O-C-C-N(-C-C-O-1)-C-C-O-2,13
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[Si]1(-[c;H0;D3;+0:1](:[c:2]):[c:3])-C-C-C-1.I-[c;H0;D3;+0:4](:[c:5]):[c:6],13
