template,count
[C:3]-[C;H0;D3;+0:4]1=[CH;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:8]-[C@@H;D3;+0:7]-1-[C:6]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[CH;D1;+0:5].[C:6]-[CH;D2;+0:7]=[CH2;D1;+0:8],7
[C:3]-[N;H0;D3;+0:4]1-[C;H0;D3;+0:5]2=[N;H0;D2;+0:6]-[c:7]:[c:8]-[C;H0;D3;+0:9]-2=[C;H0;D3;+0:10](-[c:11])-[C;H0;D3;+0:1]-1=[O;D1;H0:2]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[N;H0;D2;+0:4]=[C;H0;D1;+0:5].[N-]=[N+]=[N;H0;D2;+0:6]-[c:7]:[c:8]-[C;H0;D2;+0:9]#[C;H0;D2;+0:10]-[c:11],7
[#7:1]=[C;H0;D3;+0:2]1-[C;H0;D3;+0:10](-[c:11])=[C;H0;D3;+0:9](-[#14:6](-[C;D1;H3:5])(-[C;D1;H3:7])-[C;D1;H3:8])-[C;H0;D3;+0:12](=[O;D1;H0:13])-[N;H0;D3;+0:3]-1-[c:4]>>[#7:1]=[C;H0;D2;+0:2]=[N;H0;D2;+0:3]-[c:4].[C;D1;H3:5]-[#14:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[C;H0;D2;+0:9]#[C;H0;D2;+0:10]-[c:11].[C;H0;D1;+0:12]=[O;D1;H0:13],7
[C:7]=[C;H0;D3;+0:8]1-[CH2;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C;H0;D3;+0:5](-[C;D1;H3:6])=[C;H0;D3;+0:4]-1-[C:3]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C;D1;H3:6].[C:7]=[C;H0;D2;+0:8]=[CH2;D1;+0:9],7
[C:7]-[CH;D3;+0:8]1-[CH2;D2;+0:9]-[C;H0;D3;+0:1](=[O;H0;D1;+0:2])-[C;H0;D3;+0:5](-[c:6])=[C;H0;D3;+0:4]-1-[C:3]>>O=[CH;D2;+0:1]-[OH;D1;+0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[c:6].[C:7]-[CH;D2;+0:8]=[CH2;D1;+0:9],6
[C:7]-[CH;D3;+0:8]1-[CH2;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C;H0;D3;+0:4](-[C:3])=[C;H0;D3;+0:5]-1-[C:6]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C:6].[C:7]-[CH;D2;+0:8]=[CH2;D1;+0:9],6
[C:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[c:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:9]-[CH;D3;+0:8]-1-[C:7]>>O-[CH;D2;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[c:6].[C:7]-[CH;D2;+0:8]=[CH2;D1;+0:9],6
[#7:1]-[C;H0;D4;+0:2]1(-[C:3])-[CH;D2;+0:10]=[C;H0;D3;+0:9](-[C:8])-[C;H0;D3;+0:6](=[O;D1;H0:7])-[N;H0;D3;+0:4]-1-[C:5]>>[#7:1]-[C;H0;D3;+0:2](-[C:3])=[N;H0;D2;+0:4]-[C:5].[C;H0;D1;+0:6]=[O;D1;H0:7].[C:8]-[C;H0;D2;+0:9]#[CH;D1;+0:10],6
[C:6]-[C;H0;D4;+0:7]1(-[C:8])-[CH2;D2;+0:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C;H0;D3;+0:4](-[c:5])=[CH;D2;+0:9]-1>>[C;H0;D1;+0:1]=[O;D1;H0:2].[CH;D1;+0:3]#[C;H0;D2;+0:4]-[c:5].[C:6]-[C;H0;D3;+0:7](-[C:8])=[CH2;D1;+0:9],6
[C:6]-[C;H0;D4;+0:7]1(-[C:8])-[CH2;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C;H0;D3;+0:4](-[c:5])=[CH;D2;+0:3]-1>>[C;H0;D1;+0:1]=[O;D1;H0:2].[CH;D1;+0:3]#[C;H0;D2;+0:4]-[c:5].[C:6]-[C;H0;D3;+0:7](-[C:8])=[CH2;D1;+0:9],6
[C:1]-[C;H0;D3;+0:2]=[C;H0;D3;+0:3]1-[C:4]-[#7:5](-[S;H0;D4;+0:9](=[O;D1;H0:10])-[c:12])-[C:6]-[CH;D3;+0:7]-1-[CH2;D2;+0:8].[O;H0;D1;+0:11]>>[C:1]-[C;H0;D2;+0:2]#[C;H0;D2;+0:3]-[C:4]-[#7:5](-[C:6]-[CH;D2;+0:7]=[CH2;D1;+0:8])-[S;H0;D4;+0:9](=[O;D1;H0:10])(=[O;H0;D1;+0:11])-[c:12],5
[C:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[C:6]#[C:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:10]-[CH;D3;+0:9]-1-[C:8]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C:6]#[C:7].[C:8]-[CH;D2;+0:9]=[CH2;D1;+0:10],5
[C:7]-[CH;D3;+0:8]1-[CH2;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C;H0;D3;+0:5](-[c:6])=[C;H0;D3;+0:4]-1-[C:3]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[c:6].[C:7]-[CH;D2;+0:8]=[CH2;D1;+0:9],5
[#8:1]-[C:2]-[C;H0;D3;+0:3]1=[CH;D2;+0:5]-[C;H0;D3;+0:6](=[C:7])-[C;H0;D3;+0:8](=[O;D1;H0:9])-[CH2;D2;+0:4]-1>>[#8:1]-[C:2]-[C;H0;D3;+0:3](=[CH2;D1;+0:4])-[CH;D2;+0:5]=[C;H0;D2;+0:6]=[C:7].[C;H0;D1;+0:8]=[O;D1;H0:9],5
[C:7]-[CH;D3;+0:8]1-[C;H0;D3;+0:4](-[C:3])=[C;H0;D3;+0:5](-[c:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH;D3;+0:9]-1-[C:10]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[c:6].[C:7]-[CH;D2;+0:8]=[CH;D2;+0:9]-[C:10],5
[C:4]-[C;H0;D3;+0:5](=[CH;D2;+0:6])-[CH;D3;+0:2](-[C:1])-[CH2;D2;+0:3]>>[C:1]-[C;H0;D2;+0:2]#[CH;D1;+0:3].[C:4]-[CH;D2;+0:5]=[CH2;D1;+0:6],5
[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D4;+0:4]1-[C:5]-[C;H0;D3;+0:6]2=[CH;D2;+0:7]-[C;H0;D3;+0:11]-[CH2;D2;+0:10]-[CH;D3;+0:9]-2-[C:8]-1.[C:14]-[O;H0;D2;+0:13].[O;H0;D1;+0:12]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C;H0;D4;+0:4](-[C:5]-[C;H0;D2;+0:6]#[CH;D1;+0:7])(-[C:8]-[CH;D2;+0:9]=[CH2;D1;+0:10])-[C;H0;D3;+0:11](=[O;H0;D1;+0:12])-[O;H0;D2;+0:13]-[C:14],5
[C:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[C;D1;H3:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:12]-[C:11]-[C;H0;D4;+0:8]-1(-[C:7])-[C:9]=[C;D1;H2:10]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C;D1;H3:6].[C:7]-[C;H0;D4;+0:8]1(-[C:9]=[C;D1;H2:10])-[C:11]-[CH2;D2;+0:12]-1,5
[#16:1]-[c;H0;D3;+0:2]1:[c:5]:[c;H0;D3;+0:6](:[c:7]):[cH;D2;+0:11]:[c;H0;D3;+0:4]2:[c;H0;D3;+0:3]:1-[CH2;D2;+0:8]-[C;H0;D3;+0:9](=[O;H0;D1;+0:12])-[NH;D2;+0:10]-2>>[#16:1]-[C;H0;D3;+0:2](=[C;H0;D2;+0:3]=[CH2;D1;+0:4])-[c:5]:[c;H0;D3;+0:6](:[c:7])-[CH2;D2;+0:8]-[C;H0;D2;+0:9]#[N;H0;D1;+0:10].[C;H0;D1;+0:11]=[O;H0;D1;+0:12],5
